BLDG,UNIT,,Zone,"Location
Code",Unit Type,Unit Area,"Account
Status",FACING VIEW
L,846,L-846,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,847,L-847,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,850,L-850,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,853,L-853,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,855,L-855,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,856,L-856,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,857,L-857,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,859,L-859,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,861,L-861,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,863,L-863,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,864,L-864,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,914,L-914,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,916,L-916,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,917,L-917,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,918,L-918,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,923,L-923,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,924,L-924,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,925,L-925,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,926,L-926,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,927,L-927,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,928,L-928,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,929,L-929,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,930,L-930,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,931,L-931,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,944,L-944,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,945,L-945,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,946,L-946,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,947,L-947,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,948,L-948,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,950,L-950,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,951,L-951,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,952,L-952,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,953,L-953,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,955,L-955,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,956,L-956,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,957,L-957,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,958,L-958,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,959,L-959,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,961,L-961,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,962,L-962,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,963,L-963,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,964,L-964,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1016,L-1016,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,1017,L-1017,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,1023,L-1023,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,1024,L-1024,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,1025,L-1025,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,1027,L-1027,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,1028,L-1028,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,1029,L-1029,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,1030,L-1030,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,1045,L-1045,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1046,L-1046,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1047,L-1047,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1048,L-1048,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1050,L-1050,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1052,L-1052,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1055,L-1055,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1056,L-1056,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1057,L-1057,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1058,L-1058,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1061,L-1061,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1062,L-1062,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1114,L-1114,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1115,L-1115,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1116,L-1116,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1117,L-1117,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1123,L-1123,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1124,L-1124,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1125,L-1125,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1126,L-1126,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1127,L-1127,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1128,L-1128,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1129,L-1129,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1130,L-1130,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1144,L-1144,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1145,L-1145,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1146,L-1146,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1147,L-1147,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1150,L-1150,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1151,L-1151,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1152,L-1152,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1153,L-1153,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1155,L-1155,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1156,L-1156,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1157,L-1157,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1158,L-1158,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1159,L-1159,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1161,L-1161,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1162,L-1162,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1163,L-1163,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1164,L-1164,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1214,L-1214,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1215,L-1215,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1216,L-1216,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1217,L-1217,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1218,L-1218,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1223,L-1223,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1224,L-1224,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1225,L-1225,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1226,L-1226,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1227,L-1227,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1228,L-1228,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1229,L-1229,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1230,L-1230,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1231,L-1231,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1244,L-1244,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1245,L-1245,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1246,L-1246,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1247,L-1247,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1248,L-1248,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1250,L-1250,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1251,L-1251,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1252,L-1252,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1253,L-1253,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1255,L-1255,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1256,L-1256,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1257,L-1257,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1258,L-1258,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1259,L-1259,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1261,L-1261,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1262,L-1262,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1263,L-1263,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1264,L-1264,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1414,L-1414,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1415,L-1415,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1416,L-1416,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1417,L-1417,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1423,L-1423,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1424,L-1424,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1425,L-1425,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1426,L-1426,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1427,L-1427,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1428,L-1428,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1429,L-1429,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1430,L-1430,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1445,L-1445,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1446,L-1446,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1447,L-1447,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1448,L-1448,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1450,L-1450,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1451,L-1451,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1452,L-1452,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1453,L-1453,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1455,L-1455,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1456,L-1456,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1457,L-1457,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1458,L-1458,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1459,L-1459,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1461,L-1461,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1462,L-1462,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1463,L-1463,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1464,L-1464,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1515,L-1515,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1516,L-1516,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1517,L-1517,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1518,L-1518,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1519,L-1519,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1523,L-1523,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1524,L-1524,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1525,L-1525,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1526,L-1526,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1527,L-1527,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1528,L-1528,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1529,L-1529,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1530,L-1530,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1544,L-1544,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1546,L-1546,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1547,L-1547,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1548,L-1548,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1550,L-1550,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1551,L-1551,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1552,L-1552,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1553,L-1553,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1555,L-1555,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1556,L-1556,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1557,L-1557,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1558,L-1558,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1559,L-1559,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1561,L-1561,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1562,L-1562,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1563,L-1563,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1564,L-1564,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1614,L-1614,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1615,L-1615,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1616,L-1616,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1617,L-1617,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1623,L-1623,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1624,L-1624,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1625,L-1625,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1626,L-1626,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1627,L-1627,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1628,L-1628,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1629,L-1629,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1630,L-1630,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1644,L-1644,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1645,L-1645,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1646,L-1646,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1647,L-1647,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1648,L-1648,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1650,L-1650,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1651,L-1651,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1652,L-1652,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1653,L-1653,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1655,L-1655,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1656,L-1656,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1657,L-1657,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1658,L-1658,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1659,L-1659,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1661,L-1661,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1662,L-1662,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1663,L-1663,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1664,L-1664,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1715,L-1715,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1716,L-1716,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1717,L-1717,HIGH,Outer,2BR-B,30.6,Fresh,BLDG M
L,1724,L-1724,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1725,L-1725,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1726,L-1726,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1727,L-1727,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1728,L-1728,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1729,L-1729,HIGH,Outer,2BR-B,30.6,Fresh,BLDG K
L,1744,L-1744,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1745,L-1745,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1746,L-1746,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1747,L-1747,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1748,L-1748,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1750,L-1750,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1751,L-1751,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1752,L-1752,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1753,L-1753,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1755,L-1755,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1756,L-1756,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1757,L-1757,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1758,L-1758,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1759,L-1759,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1761,L-1761,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1762,L-1762,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1763,L-1763,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,1764,L-1764,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
M,614,M-614,MID,Outer,2BR-B,30.6,RESALE,BLDG N
M,619,M-619,MID,Outer,2BR-B,30.6,RESALE,BLDG N
M,650,M-650,MID,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,719,M-719,MID,Outer,2BR-B,30.6,RESALE,BLDG N
M,737,M-737,MID,Outer,2BR-B,30.6,RESALE,BLDG L
M,840,M-840,MID,Outer,2BR-B,30.6,RESALE,BLDG L
M,913,M-913,MID,Outer,2BR-B,30.6,RESALE,BLDG N
M,919,M-919,MID,Outer,2BR-B,30.6,RESALE,BLDG N
M,936,M-936,MID,Outer,2BR-B,30.6,RESALE,BLDG L
M,937,M-937,MID,Outer,2BR-B,30.6,RESALE,BLDG L
M,938,M-938,MID,Outer,2BR-B,30.6,RESALE,BLDG L
M,939,M-939,MID,Outer,2BR-B,30.6,RESALE,BLDG L
M,950,M-950,MID,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1018,M-1018,MID,Outer,2BR-B,30.6,RESALE,BLDG N
M,1020,M-1020,MID,Outer,2BR-B,30.6,RESALE,BLDG N
M,1034,M-1034,MID,Outer,2BR-B,30.6,RESALE,BLDG L
M,1039,M-1039,MID,Outer,2BR-B,30.6,RESALE,BLDG L
M,1118,M-1118,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1134,M-1134,HIGH,Outer,2BR-B,30.6,RESALE,BLDG L
M,1135,M-1135,HIGH,Outer,2BR-B,30.6,RESALE,BLDG L
M,1138,M-1138,HIGH,Outer,2BR-B,30.6,RESALE,BLDG L
M,1140,M-1140,HIGH,Outer,2BR-B,30.6,RESALE,BLDG L
M,1214,M-1214,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1217,M-1217,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1219,M-1219,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1220,M-1220,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1237,M-1237,HIGH,Outer,2BR-B,30.6,RESALE,BLDG L
M,1240,M-1240,HIGH,Outer,2BR-B,30.6,RESALE,BLDG L
M,1247,M-1247,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1248,M-1248,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1253,M-1253,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1255,M-1255,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1264,M-1264,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
M,1413,M-1413,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1417,M-1417,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1419,M-1419,HIGH,Outer,2BR-B,30.6,Fresh,BLDG N
M,1438,M-1438,HIGH,Outer,2BR-B,30.6,RESALE,BLDG L
M,1445,M-1445,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
M,1447,M-1447,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1455,M-1455,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1458,M-1458,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1461,M-1461,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1464,M-1464,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1514,M-1514,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1516,M-1516,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1520,M-1520,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1538,M-1538,HIGH,Outer,2BR-B,30.6,RESALE,BLDG L
M,1546,M-1546,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
M,1547,M-1547,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
M,1550,M-1550,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1552,M-1552,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1556,M-1556,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1557,M-1557,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
M,1561,M-1561,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
M,1615,M-1615,HIGH,Outer,2BR-B,30.6,RESALE,BLDG N
M,1634,M-1634,HIGH,Outer,2BR-B,30.6,RESALE,BLDG L
M,1644,M-1644,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1645,M-1645,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1646,M-1646,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
M,1655,M-1655,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1661,M-1661,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
M,1664,M-1664,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,230,N-230,LOW,Outer,2BR-B,30.6,RESALE,BLDG O
N,524,N-524,LOW,Outer,2BR-B,30.6,RESALE,BLDG O
N,625,N-625,MID,Outer,2BR-B,30.6,RESALE,BLDG O
N,729,N-729,MID,Outer,2BR-B,30.6,RESALE,BLDG O
N,738,N-738,MID,Outer,2BR-B,30.6,RESALE,BLDG M
N,747,N-747,MID,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,824,N-824,MID,Outer,2BR-B,30.6,RESALE,BLDG O
N,836,N-836,MID,Outer,2BR-B,30.6,RESALE,BLDG M
N,924,N-924,MID,Outer,2BR-B,30.6,RESALE,BLDG O
N,940,N-940,MID,Outer,2BR-B,30.6,RESALE,BLDG M
N,959,N-959,MID,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,1036,N-1036,MID,Outer,2BR-B,30.6,RESALE,BLDG M
N,1045,N-1045,MID,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,1046,N-1046,MID,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,1127,N-1127,HIGH,Outer,2BR-B,30.6,RESALE,BLDG O
N,1129,N-1129,HIGH,Outer,2BR-B,30.6,RESALE,BLDG O
N,1131,N-1131,HIGH,Outer,2BR-B,30.6,RESALE,BLDG O
N,1138,N-1138,HIGH,Outer,2BR-B,30.6,RESALE,BLDG M
N,1140,N-1140,HIGH,Outer,2BR-B,30.6,RESALE,BLDG M
N,1145,N-1145,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,1147,N-1147,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,1151,N-1151,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
N,1162,N-1162,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,1223,N-1223,HIGH,Outer,2BR-B,30.6,RESALE,BLDG O
N,1236,N-1236,HIGH,Outer,2BR-B,30.6,RESALE,BLDG M
N,1246,N-1246,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
N,1250,N-1250,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
N,1252,N-1252,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
N,1258,N-1258,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,1259,N-1259,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
N,1261,N-1261,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
N,1263,N-1263,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,1424,N-1424,HIGH,Outer,2BR-B,30.6,RESALE,BLDG O
N,1426,N-1426,HIGH,Outer,2BR-B,30.6,Fresh,BLDG O
N,1427,N-1427,HIGH,Outer,2BR-B,30.6,Fresh,BLDG O
N,1431,N-1431,HIGH,Outer,2BR-B,30.6,RESALE,BLDG O
N,1439,N-1439,HIGH,Outer,2BR-B,30.6,RESALE,BLDG M
N,1444,N-1444,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,1446,N-1446,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
N,1447,N-1447,HIGH,Inner,2BR-B,30.6,RESALE,INNER BLDG
N,1448,N-1448,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
N,1450,N-1450,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
N,1451,N-1451,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
N,1452,N-1452,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
